"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" New Zealand 175E 41S                                                                      "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 06-Jun-2018 last updated 29-Oct-2018                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1979, 03,   28929, 1979.2027,   335.09,   335.39,     334.81,   335.11,     335.09,   335.39
1979, 04,   28960, 1979.2877,   -99.99,   -99.99,     334.94,   335.20,     334.94,   335.20
1979, 05,   28990, 1979.3699,   334.62,   334.74,     335.18,   335.29,     334.62,   334.74
1979, 06,   29021, 1979.4548,   -99.99,   -99.99,     335.61,   335.38,     335.61,   335.38
1979, 07,   29051, 1979.5370,   336.13,   335.66,     335.94,   335.46,     336.13,   335.66
1979, 08,   29082, 1979.6219,   336.33,   335.70,     336.17,   335.54,     336.33,   335.70
1979, 09,   29113, 1979.7068,   336.26,   335.81,     336.07,   335.63,     336.26,   335.81
1979, 10,   29143, 1979.7890,   -99.99,   -99.99,     335.72,   335.71,     335.72,   335.71
1979, 11,   29174, 1979.8740,   334.88,   335.00,     335.69,   335.81,     334.88,   335.00
1979, 12,   29204, 1979.9562,   335.47,   335.61,     335.79,   335.93,     335.47,   335.61
1980, 01,   29235, 1980.0410,   -99.99,   -99.99,     335.66,   336.07,     335.66,   336.07
1980, 02,   29266, 1980.1257,   335.76,   336.23,     335.77,   336.23,     335.76,   336.23
1980, 03,   29295, 1980.2049,   336.35,   336.65,     336.09,   336.39,     336.35,   336.65
1980, 04,   29326, 1980.2896,   336.35,   336.61,     336.30,   336.56,     336.35,   336.61
1980, 05,   29356, 1980.3716,   337.07,   337.18,     336.62,   336.73,     337.07,   337.18
1980, 06,   29387, 1980.4563,   336.99,   336.76,     337.13,   336.89,     336.99,   336.76
1980, 07,   29417, 1980.5383,   338.59,   338.11,     337.53,   337.05,     338.59,   338.11
1980, 08,   29448, 1980.6230,   337.41,   336.78,     337.82,   337.19,     337.41,   336.78
1980, 09,   29479, 1980.7077,   -99.99,   -99.99,     337.76,   337.32,     337.76,   337.32
1980, 10,   29509, 1980.7896,   337.40,   337.39,     337.45,   337.44,     337.40,   337.39
1980, 11,   29540, 1980.8743,   337.74,   337.86,     337.44,   337.56,     337.74,   337.86
1980, 12,   29570, 1980.9563,   337.58,   337.71,     337.53,   337.67,     337.58,   337.71
1981, 01,   29601, 1981.0411,   -99.99,   -99.99,     337.37,   337.78,     337.37,   337.78
1981, 02,   29632, 1981.1260,   337.20,   337.67,     337.43,   337.89,     337.20,   337.67
1981, 03,   29660, 1981.2027,   337.24,   337.54,     337.69,   337.99,     337.24,   337.54
1981, 04,   29691, 1981.2877,   337.65,   337.91,     337.83,   338.09,     337.65,   337.91
1981, 05,   29721, 1981.3699,   338.84,   338.96,     338.07,   338.19,     338.84,   338.96
1981, 06,   29752, 1981.4548,   338.69,   338.47,     338.50,   338.27,     338.69,   338.47
1981, 07,   29782, 1981.5370,   -99.99,   -99.99,     338.83,   338.35,     338.83,   338.35
1981, 08,   29813, 1981.6219,   -99.99,   -99.99,     339.05,   338.42,     339.05,   338.42
1981, 09,   29844, 1981.7068,   -99.99,   -99.99,     338.93,   338.49,     338.93,   338.49
1981, 10,   29874, 1981.7890,   337.90,   337.89,     338.56,   338.56,     337.90,   337.89
1981, 11,   29905, 1981.8740,   -99.99,   -99.99,     338.51,   338.63,     338.51,   338.63
1981, 12,   29935, 1981.9562,   -99.99,   -99.99,     338.57,   338.71,     338.57,   338.71
1982, 01,   29966, 1982.0411,   -99.99,   -99.99,     338.38,   338.80,     338.38,   338.80
1982, 02,   29997, 1982.1260,   -99.99,   -99.99,     338.43,   338.90,     338.43,   338.90
1982, 03,   30025, 1982.2027,   338.64,   338.94,     338.69,   338.99,     338.64,   338.94
1982, 04,   30056, 1982.2877,   339.08,   339.35,     338.83,   339.09,     339.08,   339.35
1982, 05,   30086, 1982.3699,   -99.99,   -99.99,     339.08,   339.20,     339.08,   339.20
1982, 06,   30117, 1982.4548,   339.75,   339.52,     339.54,   339.31,     339.75,   339.52
1982, 07,   30147, 1982.5370,   339.50,   339.02,     339.91,   339.43,     339.50,   339.02
1982, 08,   30178, 1982.6219,   340.41,   339.78,     340.19,   339.55,     340.41,   339.78
1982, 09,   30209, 1982.7068,   339.81,   339.36,     340.13,   339.69,     339.81,   339.36
1982, 10,   30239, 1982.7890,   -99.99,   -99.99,     339.83,   339.83,     339.83,   339.83
1982, 11,   30270, 1982.8740,   339.99,   340.11,     339.85,   339.97,     339.99,   340.11
1982, 12,   30300, 1982.9562,   -99.99,   -99.99,     339.97,   340.11,     339.97,   340.11
1983, 01,   30331, 1983.0411,   -99.99,   -99.99,     339.84,   340.26,     339.84,   340.26
1983, 02,   30362, 1983.1260,   -99.99,   -99.99,     339.94,   340.40,     339.94,   340.40
1983, 03,   30390, 1983.2027,   340.30,   340.60,     340.23,   340.53,     340.30,   340.60
1983, 04,   30421, 1983.2877,   -99.99,   -99.99,     340.40,   340.66,     340.40,   340.66
1983, 05,   30451, 1983.3699,   -99.99,   -99.99,     340.68,   340.79,     340.68,   340.79
1983, 06,   30482, 1983.4548,   341.11,   340.89,     341.15,   340.92,     341.11,   340.89
1983, 07,   30512, 1983.5370,   341.27,   340.80,     341.51,   341.03,     341.27,   340.80
1983, 08,   30543, 1983.6219,   342.05,   341.42,     341.79,   341.15,     342.05,   341.42
1983, 09,   30574, 1983.7068,   -99.99,   -99.99,     341.71,   341.27,     341.71,   341.27
1983, 10,   30604, 1983.7890,   -99.99,   -99.99,     341.38,   341.37,     341.38,   341.37
1983, 11,   30635, 1983.8740,   341.45,   341.57,     341.35,   341.47,     341.45,   341.57
1983, 12,   30665, 1983.9562,   -99.99,   -99.99,     341.43,   341.57,     341.43,   341.57
1984, 01,   30696, 1984.0410,   341.38,   341.80,     341.25,   341.66,     341.38,   341.80
1984, 02,   30727, 1984.1257,   341.50,   341.96,     341.29,   341.76,     341.50,   341.96
1984, 03,   30756, 1984.2049,   341.40,   341.70,     341.54,   341.84,     341.40,   341.70
1984, 04,   30787, 1984.2896,   341.01,   341.28,     341.67,   341.94,     341.01,   341.28
1984, 05,   30817, 1984.3716,   341.91,   342.02,     341.93,   342.03,     341.91,   342.02
1984, 06,   30848, 1984.4563,   -99.99,   -99.99,     342.37,   342.14,     342.37,   342.14
1984, 07,   30878, 1984.5383,   342.97,   342.49,     342.72,   342.24,     342.97,   342.49
1984, 08,   30909, 1984.6230,   -99.99,   -99.99,     342.98,   342.35,     342.98,   342.35
1984, 09,   30940, 1984.7077,   342.75,   342.30,     342.90,   342.46,     342.75,   342.30
1984, 10,   30970, 1984.7896,   -99.99,   -99.99,     342.57,   342.57,     342.57,   342.57
1984, 11,   31001, 1984.8743,   342.86,   342.98,     342.56,   342.68,     342.86,   342.98
1984, 12,   31031, 1984.9563,   -99.99,   -99.99,     342.64,   342.78,     342.64,   342.78
1985, 01,   31062, 1985.0411,   -99.99,   -99.99,     342.47,   342.89,     342.47,   342.89
1985, 02,   31093, 1985.1260,   342.57,   343.03,     342.53,   343.00,     342.57,   343.03
1985, 03,   31121, 1985.2027,   342.58,   342.88,     342.79,   343.09,     342.58,   342.88
1985, 04,   31152, 1985.2877,   342.98,   343.24,     342.94,   343.20,     342.98,   343.24
1985, 05,   31182, 1985.3699,   343.19,   343.31,     343.20,   343.31,     343.19,   343.31
1985, 06,   31213, 1985.4548,   -99.99,   -99.99,     343.66,   343.43,     343.66,   343.43
1985, 07,   31243, 1985.5370,   344.10,   343.63,     344.02,   343.54,     344.10,   343.63
1985, 08,   31274, 1985.6219,   -99.99,   -99.99,     344.29,   343.66,     344.29,   343.66
1985, 09,   31305, 1985.7068,   -99.99,   -99.99,     344.22,   343.78,     344.22,   343.78
1985, 10,   31335, 1985.7890,   343.76,   343.75,     343.90,   343.90,     343.76,   343.75
1985, 11,   31366, 1985.8740,   -99.99,   -99.99,     343.91,   344.03,     343.91,   344.03
1985, 12,   31396, 1985.9562,   344.02,   344.15,     344.01,   344.16,     344.02,   344.15
1986, 01,   31427, 1986.0411,   343.31,   343.73,     343.87,   344.29,     343.31,   343.73
1986, 02,   31458, 1986.1260,   -99.99,   -99.99,     343.97,   344.43,     343.97,   344.43
1986, 03,   31486, 1986.2027,   344.87,   345.18,     344.26,   344.56,     344.87,   345.18
1986, 04,   31517, 1986.2877,   -99.99,   -99.99,     344.43,   344.69,     344.43,   344.69
1986, 05,   31547, 1986.3699,   345.01,   345.12,     344.70,   344.81,     345.01,   345.12
1986, 06,   31578, 1986.4548,   -99.99,   -99.99,     345.16,   344.93,     345.16,   344.93
1986, 07,   31608, 1986.5370,   345.40,   344.93,     345.53,   345.05,     345.40,   344.93
1986, 08,   31639, 1986.6219,   345.47,   344.84,     345.81,   345.18,     345.47,   344.84
1986, 09,   31670, 1986.7068,   345.97,   345.52,     345.77,   345.32,     345.97,   345.52
1986, 10,   31700, 1986.7890,   344.27,   344.26,     345.48,   345.47,     344.27,   344.26
1986, 11,   31731, 1986.8740,   -99.99,   -99.99,     345.52,   345.64,     345.52,   345.64
1986, 12,   31761, 1986.9562,   -99.99,   -99.99,     345.67,   345.81,     345.67,   345.81
1987, 01,   31792, 1987.0411,   -99.99,   -99.99,     345.56,   345.98,     345.56,   345.98
1987, 02,   31823, 1987.1260,   346.37,   346.83,     345.69,   346.15,     346.37,   346.83
1987, 03,   31851, 1987.2027,   345.65,   345.96,     345.99,   346.29,     345.65,   345.96
1987, 04,   31882, 1987.2877,   -99.99,   -99.99,     346.18,   346.45,     346.18,   346.45
1987, 05,   31912, 1987.3699,   346.79,   346.90,     346.48,   346.60,     346.79,   346.90
1987, 06,   31943, 1987.4548,   346.69,   346.47,     346.98,   346.75,     346.69,   346.47
1987, 07,   31973, 1987.5370,   347.19,   346.71,     347.39,   346.91,     347.19,   346.71
1987, 08,   32004, 1987.6219,   347.31,   346.68,     347.71,   347.08,     347.31,   346.68
1987, 09,   32035, 1987.7068,   348.21,   347.76,     347.70,   347.25,     348.21,   347.76
1987, 10,   32065, 1987.7890,   347.36,   347.35,     347.43,   347.43,     347.36,   347.35
1987, 11,   32096, 1987.8740,   347.19,   347.31,     347.49,   347.61,     347.19,   347.31
1987, 12,   32126, 1987.9562,   348.60,   348.74,     347.65,   347.79,     348.60,   348.74
1988, 01,   32157, 1988.0410,   347.92,   348.33,     347.55,   347.97,     347.92,   348.33
1988, 02,   32188, 1988.1257,   347.81,   348.28,     347.67,   348.13,     347.81,   348.28
1988, 03,   32217, 1988.2049,   347.98,   348.28,     347.98,   348.28,     347.98,   348.28
1988, 04,   32248, 1988.2896,   348.11,   348.38,     348.16,   348.43,     348.11,   348.38
1988, 05,   32278, 1988.3716,   348.94,   349.06,     348.45,   348.56,     348.94,   349.06
1988, 06,   32309, 1988.4563,   348.47,   348.24,     348.93,   348.70,     348.47,   348.24
1988, 07,   32339, 1988.5383,   348.88,   348.40,     349.31,   348.83,     348.88,   348.40
1988, 08,   32370, 1988.6230,   -99.99,   -99.99,     349.60,   348.97,     349.60,   348.97
1988, 09,   32401, 1988.7077,   -99.99,   -99.99,     349.55,   349.11,     349.55,   349.11
1988, 10,   32431, 1988.7896,   349.56,   349.56,     349.26,   349.26,     349.56,   349.56
1988, 11,   32462, 1988.8743,   349.02,   349.14,     349.29,   349.41,     349.02,   349.14
1988, 12,   32492, 1988.9563,   -99.99,   -99.99,     349.42,   349.56,     349.42,   349.56
1989, 01,   32523, 1989.0411,   349.63,   350.05,     349.29,   349.71,     349.63,   350.05
1989, 02,   32554, 1989.1260,   348.82,   349.29,     349.40,   349.86,     348.82,   349.29
1989, 03,   32582, 1989.2027,   350.11,   350.41,     349.69,   349.99,     350.11,   350.41
1989, 04,   32613, 1989.2877,   350.58,   350.85,     349.86,   350.12,     350.58,   350.85
1989, 05,   32643, 1989.3699,   350.36,   350.48,     350.13,   350.24,     350.36,   350.48
1989, 06,   32674, 1989.4548,   350.01,   349.79,     350.58,   350.35,     350.01,   349.79
1989, 07,   32704, 1989.5370,   -99.99,   -99.99,     350.93,   350.46,     350.93,   350.46
1989, 08,   32735, 1989.6219,   -99.99,   -99.99,     351.19,   350.56,     351.19,   350.56
1989, 09,   32766, 1989.7068,   350.84,   350.39,     351.10,   350.66,     350.84,   350.39
1989, 10,   32796, 1989.7890,   -99.99,   -99.99,     350.75,   350.75,     350.75,   350.75
1989, 11,   32827, 1989.8740,   351.40,   351.52,     350.72,   350.84,     351.40,   351.52
1989, 12,   32857, 1989.9562,   350.47,   350.61,     350.78,   350.92,     350.47,   350.61
1990, 01,   32888, 1990.0411,   350.65,   351.07,     350.58,   351.00,     350.65,   351.07
1990, 02,   32919, 1990.1260,   -99.99,   -99.99,     350.62,   351.08,     350.62,   351.08
1990, 03,   32947, 1990.2027,   350.91,   351.21,     350.86,   351.16,     350.91,   351.21
1990, 04,   32978, 1990.2877,   349.76,   350.03,     351.00,   351.26,     349.76,   350.03
1990, 05,   33008, 1990.3699,   -99.99,   -99.99,     351.26,   351.37,     351.26,   351.37
1990, 06,   33039, 1990.4548,   351.48,   351.26,     351.73,   351.50,     351.48,   351.26
1990, 07,   33069, 1990.5370,   352.28,   351.80,     352.10,   351.63,     352.28,   351.80
1990, 08,   33100, 1990.6219,   351.97,   351.34,     352.40,   351.76,     351.97,   351.34
1990, 09,   33131, 1990.7068,   352.93,   352.48,     352.34,   351.90,     352.93,   352.48
1990, 10,   33161, 1990.7890,   351.35,   351.34,     352.03,   352.03,     351.35,   351.34
1990, 11,   33192, 1990.8740,   352.34,   352.46,     352.04,   352.16,     352.34,   352.46
1990, 12,   33222, 1990.9562,   352.09,   352.22,     352.13,   352.27,     352.09,   352.22
1991, 01,   33253, 1991.0411,   351.99,   352.40,     351.97,   352.39,     351.99,   352.40
1991, 02,   33284, 1991.1260,   351.75,   352.22,     352.03,   352.49,     351.75,   352.22
1991, 03,   33312, 1991.2027,   352.15,   352.46,     352.29,   352.59,     352.15,   352.46
1991, 04,   33343, 1991.2877,   -99.99,   -99.99,     352.43,   352.69,     352.43,   352.69
1991, 05,   33373, 1991.3699,   352.62,   352.74,     352.66,   352.77,     352.62,   352.74
1991, 06,   33404, 1991.4548,   354.19,   353.96,     353.08,   352.85,     354.19,   353.96
1991, 07,   33434, 1991.5370,   353.60,   353.12,     353.39,   352.92,     353.60,   353.12
1991, 08,   33465, 1991.6219,   -99.99,   -99.99,     353.61,   352.97,     353.61,   352.97
1991, 09,   33496, 1991.7068,   353.00,   352.55,     353.48,   353.03,     353.00,   352.55
1991, 10,   33526, 1991.7890,   352.90,   352.89,     353.10,   353.10,     352.90,   352.89
1991, 11,   33557, 1991.8740,   352.93,   353.05,     353.06,   353.18,     352.93,   353.05
1991, 12,   33587, 1991.9562,   -99.99,   -99.99,     353.13,   353.27,     353.13,   353.27
1992, 01,   33618, 1992.0410,   352.20,   352.62,     352.96,   353.38,     352.20,   352.62
1992, 02,   33649, 1992.1257,   -99.99,   -99.99,     353.04,   353.50,     353.04,   353.50
1992, 03,   33678, 1992.2049,   -99.99,   -99.99,     353.34,   353.63,     353.34,   353.63
1992, 04,   33709, 1992.2896,   353.41,   353.68,     353.51,   353.78,     353.41,   353.68
1992, 05,   33739, 1992.3716,   353.50,   353.62,     353.81,   353.92,     353.50,   353.62
1992, 06,   33770, 1992.4563,   354.89,   354.66,     354.29,   354.06,     354.89,   354.66
1992, 07,   33800, 1992.5383,   354.74,   354.26,     354.66,   354.18,     354.74,   354.26
1992, 08,   33831, 1992.6230,   355.25,   354.62,     354.91,   354.28,     355.25,   354.62
1992, 09,   33862, 1992.7077,   354.81,   354.37,     354.80,   354.36,     354.81,   354.37
1992, 10,   33892, 1992.7896,   354.75,   354.74,     354.42,   354.42,     354.75,   354.74
1992, 11,   33923, 1992.8743,   354.19,   354.31,     354.34,   354.46,     354.19,   354.31
1992, 12,   33953, 1992.9563,   -99.99,   -99.99,     354.36,   354.50,     354.36,   354.50
1993, 01,   33984, 1993.0411,   353.83,   354.24,     354.12,   354.54,     353.83,   354.24
1993, 02,   34015, 1993.1260,   353.60,   354.06,     354.13,   354.59,     353.60,   354.06
1993, 03,   34043, 1993.2027,   355.32,   355.63,     354.35,   354.65,     355.32,   355.63
1993, 04,   34074, 1993.2877,   354.42,   354.69,     354.46,   354.73,     354.42,   354.69
1993, 05,   34104, 1993.3699,   355.05,   355.17,     354.69,   354.80,     355.05,   355.17
1993, 06,   34135, 1993.4548,   354.54,   354.31,     355.12,   354.89,     354.54,   354.31
1993, 07,   34165, 1993.5370,   355.85,   355.37,     355.46,   354.98,     355.85,   355.37
1993, 08,   34196, 1993.6219,   355.48,   354.85,     355.71,   355.08,     355.48,   354.85
1993, 09,   34227, 1993.7068,   356.05,   355.60,     355.63,   355.19,     356.05,   355.60
1993, 10,   34257, 1993.7890,   355.11,   355.10,     355.31,   355.30,     355.11,   355.10
1993, 11,   34288, 1993.8740,   355.65,   355.78,     355.31,   355.43,     355.65,   355.78
1993, 12,   34318, 1993.9562,   355.14,   355.28,     355.41,   355.55,     355.14,   355.28
1994, 01,   34349, 1994.0411,   354.81,   355.23,     355.27,   355.69,     354.81,   355.23
1994, 02,   34380, 1994.1260,   355.14,   355.60,     355.38,   355.84,     355.14,   355.60
1994, 03,   34408, 1994.2027,   356.13,   356.43,     355.67,   355.97,     356.13,   356.43
1994, 04,   34439, 1994.2877,   355.97,   356.23,     355.86,   356.12,     355.97,   356.23
1994, 05,   34469, 1994.3699,   355.90,   356.02,     356.15,   356.26,     355.90,   356.02
1994, 06,   34500, 1994.4548,   356.12,   355.90,     356.63,   356.40,     356.12,   355.90
1994, 07,   34530, 1994.5370,   357.06,   356.59,     357.02,   356.54,     357.06,   356.59
1994, 08,   34561, 1994.6219,   357.39,   356.76,     357.31,   356.68,     357.39,   356.76
1994, 09,   34592, 1994.7068,   357.61,   357.16,     357.24,   356.80,     357.61,   357.16
1994, 10,   34622, 1994.7890,   357.73,   357.72,     356.91,   356.91,     357.73,   357.72
1994, 11,   34653, 1994.8740,   -99.99,   -99.99,     356.89,   357.01,     356.89,   357.01
1994, 12,   34683, 1994.9562,   -99.99,   -99.99,     356.96,   357.10,     356.96,   357.10
1995, 01,   34714, 1995.0411,   356.45,   356.86,     356.78,   357.20,     356.45,   356.86
1995, 02,   34745, 1995.1260,   356.18,   356.65,     356.84,   357.30,     356.18,   356.65
1995, 03,   34773, 1995.2027,   -99.99,   -99.99,     357.11,   357.41,     357.11,   357.41
1995, 04,   34804, 1995.2877,   357.12,   357.39,     357.28,   357.54,     357.12,   357.39
1995, 05,   34834, 1995.3699,   357.09,   357.20,     357.58,   357.69,     357.09,   357.20
1995, 06,   34865, 1995.4548,   -99.99,   -99.99,     358.08,   357.85,     358.08,   357.85
1995, 07,   34895, 1995.5370,   358.65,   358.18,     358.50,   358.03,     358.65,   358.18
1995, 08,   34926, 1995.6219,   358.97,   358.34,     358.84,   358.21,     358.97,   358.34
1995, 09,   34957, 1995.7068,   358.86,   358.41,     358.84,   358.40,     358.86,   358.41
1995, 10,   34987, 1995.7890,   358.15,   358.14,     358.59,   358.59,     358.15,   358.14
1995, 11,   35018, 1995.8740,   358.86,   358.98,     358.66,   358.78,     358.86,   358.98
1995, 12,   35048, 1995.9562,   358.45,   358.58,     358.82,   358.96,     358.45,   358.58
1996, 01,   35079, 1996.0410,   -99.99,   -99.99,     358.71,   359.13,     358.71,   359.13
1996, 02,   35110, 1996.1257,   358.97,   359.43,     358.83,   359.29,     358.97,   359.43
